Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
"KATITAS Co,Ltd",JP,Real Estate Development & Diversified Activities,B,2.5,3.3,3.6,4.7
KB HOME,US,Real Estate Development & Diversified Activities,A,6.1,,5.1,4.8
KCA DEUTAG US FINANCE LLC,US,Energy Equipment & Services,B,2.4,3.9,4.9,5.1
KDB CAPITAL CORPORATION,KR,Supranationals & Development Banks,A,6.3,4.7,6.4,5.1
"KDB Life Insurance Co, Ltd",KR,Supranationals & Development Banks,A,6.3,4.7,6.4,5.1
KEARNY BANK,US,Banks,B,2.2,1.4,3.0,4.0
KEARNY FINANCIAL CORP,US,Banks,B,2.2,1.4,3.0,4.0
KEB HANA BANK (CHINA) COMPANY LIMITED,CN,Banks,A,7.0,5.4,4.4,5.7
KEB Hana Bank,KR,Banks,A,7.0,5.4,4.4,5.7
"KEB Hana Bank USA, National Association",US,Banks,A,7.0,5.4,4.4,5.7
"KEB HanaCard Co, Ltd",KR,Banks,A,7.0,5.4,4.4,5.7
KENTUCKY POWER COMPANY,US,Utilities,A,7.1,,7.1,6.2
"KEPCO Engineering & Construction Company, Inc",KR,Construction & Engineering,B,1.5,5.5,3.0,1.5
"KFC Holdings Japan, Ltd",JP,Restaurants,B,1.8,1.6,4.0,4.3
"KH Neochem Co, Ltd",JP,Commodity Chemicals,B,1.6,2.9,0.8,3.7
KIA CORPORATION,KR,Automobiles,B,2.3,,2.0,2.7
KIKKOMAN CORPORATION,JP,Food Products,A,6.5,4.0,6.6,3.9
KILROY REALTY CORPORATION,US,Real Estate Management & Services,A,5.8,8.7,3.8,4.4
"KILROY REALTY, LP",US,Real Estate Development & Diversified Activities,A,5.8,8.7,3.8,4.4
"KIMBALL ELECTRONICS, INC",US,"Electronic Equipment, Instruments & Components",A,6.5,2.1,5.6,5.8
"KINDER MORGAN ENERGY PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,,5.9,5.3
KINDER MORGAN FINANCE COMPANY LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.0,5.9,5.3
"KINDER MORGAN, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.5,5.0,5.9,5.3
KING TALENT MANAGEMENT LIMITED,CN,Diversified Financials,A,6.8,8.3,3.8,6.2
"KINSALE CAPITAL GROUP, INC",US,Property & Casualty Insurance,B,2.3,0.7,2.5,7.2
KIRBY CORPORATION,US,Marine Transport,B,1.9,4.4,5.9,3.6
"KISOJI CO,LTD",JP,Restaurants,B,1.8,1.4,4.3,4.0
"KIWOOM Finance and Investment Co, Ltd",KR,Investment Banking & Brokerage,B,2.1,,1.8,3.8
"KIWOOM Securities Co,Ltd",KR,Investment Banking & Brokerage,B,2.1,4.7,1.8,3.8
"KIWOOM capital Co,Ltd",KR,Investment Banking & Brokerage,B,2.1,4.7,1.8,3.8
KNIGHT HEALTH HOLDINGS LLC,US,Health Care Providers & Services,A,6.0,,4.4,6.6
KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC,US,Road & Rail Transport,A,6.9,,3.3,5.6
KNOWLES CORPORATION,US,"Electronic Equipment, Instruments & Components",A,6.8,3.4,5.1,5.2
"KOITO MANUFACTURING CO, LTD",JP,Auto Components,B,2.3,,5.3,1.5
"KOMEDA Holdings Co,Ltd",JP,Restaurants,B,2.5,,4.5,3.9
"KOMIPHARM INTERNATIONAL CO, LTD",KR,Pharmaceuticals,B,2.1,4.6,5.3,2.6
KOPPERS INC,US,Commodity Chemicals,A,7.0,4.6,0.6,6.7
"KOREA INVESTMENT MANAGEMENT CO,LTD",KR,Investment Banking & Brokerage,B,1.8,3.4,1.4,4.4
"KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO,LTD",KR,Construction & Farm Machinery & Heavy Trucks,B,2.6,,1.8,3.7
KOREA ZINC INC,KR,Metals and Mining - Non-Precious Metals,B,2.3,2.0,2.7,3.1
KORN FERRY,US,Professional Services,A,6.4,6.7,5.8,5.6
KOSMOS ENERGY LTD,US,Oil & Gas Exploration & Production,A,7.0,3.8,7.4,4.9
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC",US,Aerospace & Defense,A,6.8,2.8,5.7,5.0
"KRONOS INTERNATIONAL, INC",US,Commodity Chemicals,B,2.2,2.7,3.5,3.4
"KRONOS WORLDWIDE, INC",US,Commodity Chemicals,B,2.2,2.7,3.5,3.4
KS HOLDINGS CORPORATION,JP,Retail - Consumer Discretionary,A,6.6,0.8,6.6,4.4
KT CORPORATION,KR,Telecommunication Services,A,7.1,9.7,6.3,5.6
"KUMHO PETRO CHEMICAL CO,LTD",KR,Commodity Chemicals,B,2.4,3.3,2.1,3.3
"KUMIAI CHEMICAL INDUSTRY Co, Ltd",JP,Specialty Chemicals,B,2.0,4.1,0.7,2.5
"KURARAY CO,LTD",JP,Commodity Chemicals,A,7.0,5.6,3.6,4.3
KWANGJU BANK LTD,KR,Banks,A,5.9,4.5,3.7,5.5
KYOCERA CORPORATION,JP,"Electronic Equipment, Instruments & Components",A,7.1,,5.7,5.0
KYOEI STEEL LTD,JP,Steel,B,1.6,2.0,3.8,3.9
KYUDENKO CORPORATION,JP,Construction & Engineering,B,1.9,3.9,3.5,2.1
"KYUNG DONG NAVIEN CO,LTD",KR,Building Products,B,1.6,,5.3,2.1
Kakao Corp,KR,Interactive Media & Services,A,7.0,9.3,4.7,4.1
"Katakura Industries Co,Ltd",JP,Industrial Conglomerates,A,7.0,3.2,6.0,3.8
"Kawasaki Heavy Industries, Ltd",JP,Industrial Machinery,A,6.3,6.2,5.2,4.7
KeePer Technical Laboratory Co Ltd,JP,Diversified Consumer Services,B,2.1,6.4,4.0,3.1
"Keisei Electric Railway Co,Ltd",JP,Road & Rail Transport,A,6.9,,3.9,4.0
Kewpie Corporation,JP,Food Products,A,6.5,,6.1,3.4
"Kintetsu Department Store Co,Ltd",JP,Retail - Consumer Discretionary,B,1.7,,4.2,2.1
"Kintetsu Group Holdings Co,Ltd",JP,Road & Rail Transport,A,6.9,6.1,4.4,4.1
Kitanotatsujin Corp,JP,Household & Personal Products,B,2.0,,3.6,4.5
Koa Corp,JP,"Electronic Equipment, Instruments & Components",B,2.3,2.3,4.2,3.2
"Kobe Steel, Ltd",JP,Steel,A,7.1,,6.1,4.4
Kodiak Sciences Inc,US,Biotechnology,B,2.4,6.6,4.1,5.1
Kohyoung Technology Inc,KR,Semiconductors & Semiconductor Equipment,B,1.5,,8.2,1.1
"KolmarBNH Co, Ltd",KR,Household & Personal Products,B,1.5,2.5,5.3,0.7
"Kontoor Brands, Inc",US,"Textiles, Apparel & Luxury Goods",A,6.0,4.2,4.5,5.6
Koppers Holdings Inc,US,Commodity Chemicals,A,7.0,4.6,0.6,6.7
Korea Development Bank,KR,Supranationals & Development Banks,A,6.3,4.7,6.4,5.1
Korea Development Bank (New York Branch),US,Supranationals & Development Banks,A,6.3,4.7,6.4,5.1
Korea Development Bank (Tokyo Branch),JP,Supranationals & Development Banks,A,6.3,,6.4,5.1
"Korea Hydro & Nuclear Power Co, Ltd",KR,Utilities,B,2.8,3.8,7.1,3.2
"Korea Investment & Securities Co,Ltd",KR,Investment Banking & Brokerage,B,1.8,3.4,1.4,4.4
"Korea Investment Capital CO,LTD",KR,Investment Banking & Brokerage,B,1.8,3.4,1.4,4.4
"Korea Investment Holdings Co, Ltd",KR,Investment Banking & Brokerage,B,1.8,3.4,1.4,4.4
"Korea Midland Power Co, Ltd",KR,Utilities,B,1.6,2.9,3.7,3.8
"Korea Real Estate Investment & Trust Co, Ltd",KR,Real Estate Development & Diversified Activities,B,2.4,1.8,0.0,5.2
Korean Reinsurance Company,KR,Multi-Line Insurance & Brokerage,B,1.9,3.1,2.8,4.9
Kronos Bio Inc,US,Biotechnology,A,5.9,7.1,4.4,5.6
Kuang-Chi Technologies Co Ltd,CN,Aerospace & Defense,B,2.3,,5.2,2.0
"Kumho P&B Chemicals, Inc",KR,Commodity Chemicals,B,2.4,3.3,2.1,3.3
"Kura Sushi,Inc",JP,Restaurants,B,1.8,0.9,4.7,2.8
"Kwangju Bank Co, Ltd",KR,Banks,A,5.9,4.5,3.7,5.5
"Kyowa Kirin Co, Ltd",JP,Pharmaceuticals,A,6.9,,5.8,5.4
"Kyushu Financial Group, Inc",JP,Banks,A,7.0,,5.0,5.0
"L&F CO, LTD",KR,"Electronic Equipment, Instruments & Components",B,2.6,4.1,3.3,3.3
"L3 TECHNOLOGIES, INC",US,Aerospace & Defense,A,6.8,3.3,5.6,5.1
"L3HARRIS TECHNOLOGIES, INC",US,Aerospace & Defense,A,6.8,,5.6,5.1
LA FAYETTE ASSET SECURITIZATION LLC,US,Banks,A,7.1,7.7,4.6,6.6
LABORATORY CORPORATION OF AMERICA HOLDINGS,US,Health Care Providers & Services,A,7.0,10.0,5.1,6.2
LADDER CAPITAL CORP,US,Asset Management & Custody Banks,B,1.5,,2.5,4.8
LADDER CAPITAL FINANCE HOLDINGS LLLP,US,Asset Management & Custody Banks,B,1.5,7.0,2.5,4.8
LAMAR ADVERTISING COMPANY,US,Media & Entertainment,B,1.7,8.3,2.4,3.6
LAMAR MEDIA CORP,US,Media & Entertainment,B,1.7,8.3,2.4,3.6
"LAMB WESTON HOLDINGS, INC",US,Food Products,A,7.0,3.1,5.1,6.6
"LANDS END, INC",US,Retail - Consumer Discretionary,A,6.8,,5.2,6.0
"LAUREATE EDUCATION, INC",US,Diversified Consumer Services,B,1.7,5.4,4.2,4.1
LBJ INFRASTRUCTURE GROUP LLC,US,Construction & Engineering,A,6.0,5.2,6.1,4.3
LCI INDUSTRIES,US,Auto Components,A,6.7,2.9,5.7,4.7
"LEE ENTERPRISES, INCORPORATED",US,Media & Entertainment,B,2.5,3.0,2.2,5.0
"LEGGETT & PLATT, INCORPORATED",US,Household Durables,A,5.9,7.2,3.4,5.2
"LEMAITRE VASCULAR, INC",US,Health Care Equipment & Supplies,A,6.1,,7.1,3.7
"LEMONADE, INC",US,Property & Casualty Insurance,B,1.7,0.0,3.3,5.9
"LENDINGTREE, INC",US,Consumer Finance,B,1.7,,3.5,4.6
"LENDINGTREE, LLC",US,Consumer Finance,B,1.7,6.7,3.5,4.6
LEOPALACE21 CORPORATION,JP,Real Estate Management & Services,B,2.4,2.9,4.6,4.2
"LEVEL 3 FINANCING, INC",US,Telecommunication Services,A,6.6,,5.7,4.4
"LEXICON PHARMACEUTICALS, INC",US,Biotechnology,B,2.1,5.1,3.9,4.6
LG ELECTRONICS INC,KR,Household Durables,A,5.9,9.8,5.7,2.4
LG HOUSEHOLD & HEALTH CARE LTD,KR,Household & Personal Products,A,5.9,5.0,5.5,4.0
"LGI HOMES, INC",US,Real Estate Development & Diversified Activities,A,5.8,4.1,5.0,5.9
LIBERTY BRAVES,US,Media & Entertainment,B,2.5,7.6,5.4,1.1
LIBERTY INTERACTIVE LLC,US,"Broadcasting, Cable & Satellite",B,2.4,3.9,6.2,3.0
LIBERTY PROPERTY LIMITED PARTNERSHIP,US,Real Estate Management & Services,A,6.6,7.1,6.2,5.1
LIBERTY SIRIUS XM,US,Media & Entertainment,B,1.7,6.7,5.8,0.8
"LIG Nex1 Co, Ltd",KR,Aerospace & Defense,A,6.8,3.5,5.6,5.0
LINDE INC,US,Specialty Chemicals,A,6.5,,10.0,5.8
LINDSAY CORPORATION,US,Construction & Farm Machinery & Heavy Trucks,A,5.9,3.3,5.7,5.9
"LIQUIDITY SERVICES, INC",US,Retail - Consumer Discretionary,A,7.1,1.0,6.3,5.0
"LITHIA MOTORS, INC",US,Retail - Consumer Discretionary,A,6.6,2.5,5.0,6.3
LIXIL Corporation,JP,Building Products,A,6.8,6.3,4.3,7.0
LOCKHEED MARTIN CORPORATION,US,Aerospace & Defense,A,7.0,3.7,4.5,6.2
LORAL SPACE & COMMUNICATIONS INC,US,Media & Entertainment,B,1.7,6.2,3.7,4.0
"LOTTE CHILSUNG BEVERAGE CO,LTD",KR,Beverages,B,1.9,3.4,3.5,2.0
"LOTTE CONFECTIONERY CO,LTD",KR,Food Products,B,1.9,,5.7,2.0
LOTTE DATA COMMUNICATION COMPANY,KR,Software & Services,B,1.7,,2.6,3.1
"LOTTE Fine Chemical Co, Ltd",KR,Diversified Chemicals,B,1.6,4.3,3.5,3.3
"LOTTE REIT Co, Ltd",KR,Real Estate Management & Services,B,1.6,5.9,4.1,2.7
LOUISIANA-PACIFIC CORPORATION,US,Paper & Forest Products,A,6.9,4.8,5.6,6.0
LPL FINANCIAL HOLDINGS INC,US,Investment Banking & Brokerage,A,7.1,,3.7,6.6
"LPL HOLDINGS, INC",US,Investment Banking & Brokerage,A,7.1,,3.7,6.6
LS Cable & System Ltd,KR,Electrical Equipment,B,1.9,,9.0,1.0
LS Corp,KR,Electrical Equipment,B,1.9,5.3,9.0,1.0
"LS ELECTRIC CO, LTD",KR,Electrical Equipment,A,5.9,,6.3,3.8
LS Mtron Ltd,KR,Electrical Equipment,B,1.9,5.3,9.0,1.0
"LTC PROPERTIES, INC",US,Real Estate Management & Services,B,1.8,,3.0,3.9
LUFAX HOLDING LTD,CN,Consumer Finance,B,2.7,6.5,4.1,2.9
"LUMEN TECHNOLOGIES, INC",US,Telecommunication Services,A,6.6,10.0,5.7,4.4
LUMENTUM HOLDINGS INC,US,"Technology Hardware, Storage & Peripherals",A,5.8,2.1,3.6,6.2
LUMINEX CORPORATION,US,Health Care Equipment & Supplies,A,7.1,10.0,5.9,5.8
"LUNDBECK SEATTLE BIOPHARMACEUTICALS, INC",US,Pharmaceuticals,A,6.2,3.9,4.5,6.1
LUYE PHARMA GROUP LTD,CN,Pharmaceuticals,A,6.4,3.9,6.0,3.5
LVMH MOET HENNESSY LOUIS VUITTON INC,US,"Textiles, Apparel & Luxury Goods",A,6.2,7.1,5.3,2.9
LX Semicon Co Ltd,KR,Semiconductors & Semiconductor Equipment,B,2.4,,4.7,3.4
Lakala Payment Co Ltd,CN,Software & Services,B,2.6,6.5,3.3,3.4
Landesbank Hessen-Thueringen Girozentrale (New York Branch),US,Banks,A,6.5,7.2,4.8,4.7
"Lanzhou New District Urban Development Investment Group Co, Ltd",CN,Investment Banking & Brokerage,A,6.6,,2.9,5.2
Latch Inc,US,"Technology Hardware, Storage & Peripherals",B,2.7,1.3,2.8,6.0
Latham Group Inc,US,Real Estate Development & Diversified Activities,A,6.6,5.0,4.8,6.0
"Lens Technology Co,Ltd",CN,"Electronic Equipment, Instruments & Components",B,1.9,2.8,3.0,4.1
Leslies Inc,US,Retail - Consumer Discretionary,A,6.3,0.7,5.3,6.3
"Leyard Optoelectronic Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,2.3,,4.7,3.2
Lifenet Insurance Co,JP,Life & Health Insurance,B,2.1,4.8,3.0,4.4
"Lionbridge Financing Leasing (China) Co, Ltd",CN,Banks,A,7.0,5.4,4.9,5.4
Lordstown Motors Corp,US,Automobiles,A,6.3,4.6,5.3,2.7
Lovesac Co,US,Household Durables,A,5.9,5.5,2.7,6.1
"Lucid Group, Inc",US,Automobiles,A,7.1,7.5,3.0,4.9
Luoyang Xinqianglian Slewing Bearing Co Ltd,CN,Industrial Machinery,B,1.7,1.9,4.7,4.2
"Luzhou Laojiao CO,LTD",CN,Beverages,B,2.6,3.4,3.7,3.7
M&A Capital Partners Co Ltd,JP,Investment Banking & Brokerage,B,2.4,2.0,2.4,3.7
"MACNICA FUJI ELECTRONICS HOLDINGS, INC",JP,"Electronic Equipment, Instruments & Components",B,1.9,2.9,2.5,4.2
"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC",US,Semiconductors & Semiconductor Equipment,B,2.7,4.6,3.6,5.0
MADISON SQUARE GARDEN SPORTS CORP,US,Media & Entertainment,B,2.1,6.3,5.0,0.7
"MADRIGAL PHARMACEUTICALS, INC",US,Biotechnology,B,2.4,6.3,4.6,5.0
"MAEDA KOSEN CO, LTD",JP,Construction Materials,A,5.9,3.7,6.3,4.5
MAGNOLIA OIL & GAS CORPORATION,US,Oil & Gas Exploration & Production,B,1.5,,2.9,5.1
MAGNOLIA OIL & GAS OPERATING LLC,US,Oil & Gas Exploration & Production,B,1.5,1.1,2.9,5.1
MAINSTREET CAPITAL TRUST I,US,Banks,A,6.8,4.1,4.3,6.1
"MALIBU BOATS, INC",US,Leisure Products,A,6.5,2.6,5.7,5.9
"MALIBU BOATS, LLC",US,Leisure Products,A,6.5,2.6,5.7,5.9
MANTECH INTERNATIONAL CORPORATION,US,Software & Services,B,2.6,,3.9,3.0
"MARATHON DIGITAL HOLDINGS, INC",US,Software & Services,B,2.4,0.0,1.0,6.0
MARATHON PETROLEUM CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.0,5.0,5.1,5.8
"MARINEMAX, INC",US,Retail - Consumer Discretionary,A,6.6,5.1,5.1,5.5
"MARK III PROPERTIES, LLC",US,Real Estate Development & Diversified Activities,A,6.4,5.7,5.9,4.6
"MARTIN MARIETTA MATERIALS, INC",US,Construction Materials,A,6.7,4.5,3.2,6.8
"MARUI GROUP CO,LTD",JP,Consumer Finance,A,7.1,5.4,5.8,4.1
"MARUWA CO, LTD",JP,"Electronic Equipment, Instruments & Components",B,1.9,3.1,3.6,3.3
"MARVELL TECHNOLOGY, INC",US,Semiconductors & Semiconductor Equipment,A,6.7,6.1,4.7,6.4
MASCO CORPORATION,US,Building Products,A,6.8,5.9,5.6,5.3
"MASTEC, INC",US,Construction & Engineering,A,5.8,5.1,3.4,4.9
MASTERCARD INCORPORATED,US,Software & Services,A,6.9,10.0,4.9,4.7
MATADOR RESOURCES COMPANY,US,Oil & Gas Exploration & Production,B,2.3,1.4,3.8,5.7
"MATCH GROUP FINANCECO 2, INC",US,Interactive Media & Services,B,2.4,6.2,1.9,4.5
"MATCH GROUP FINANCECO 3, INC",US,Interactive Media & Services,B,2.4,,1.9,4.5
"MATCH GROUP FINANCECO, INC",US,Interactive Media & Services,B,2.4,6.2,1.9,4.5
"MATCH GROUP HOLDINGS II, LLC",US,Interactive Media & Services,B,2.4,6.2,1.9,4.5
"MATCH GROUP, INC",US,Interactive Media & Services,B,2.4,6.2,1.9,4.5
"MATSON NAVIGATION COMPANY, INC",US,Marine Transport,B,2.8,,6.0,4.8
"MATSUI SECURITIES CO, LTD",JP,Investment Banking & Brokerage,B,2.6,,2.9,3.6
"MATSUYA CO, LTD",JP,Retail - Consumer Discretionary,B,1.7,3.1,3.8,2.4
"MATSUYA FOODS HOLDINGS CO, LTD",JP,Restaurants,B,2.1,0.8,5.2,3.4
"MATTEL, INC",US,Leisure Products,A,5.8,5.3,4.3,6.2
"MATTRESS FIRM, INC",US,Household Durables,B,2.4,4.2,3.4,2.6
MATTRESS HOLDING CORP,US,Household Durables,B,2.4,4.2,3.4,2.6
"MAXIM INTEGRATED PRODUCTS, INC",US,Semiconductors & Semiconductor Equipment,A,7.0,,6.4,5.5
"MAXLINEAR, INC",US,Semiconductors & Semiconductor Equipment,B,2.4,3.6,2.7,6.3
"MB FINANCIAL, INC",US,Banks,A,6.5,6.2,3.8,5.6
"MBIA GLOBAL FUNDING, LLC",US,Property & Casualty Insurance,B,1.5,4.8,1.8,5.3
MBIA INC,US,Property & Casualty Insurance,B,1.5,4.8,1.8,5.3
MBIA INSURANCE CORPORATION,US,Property & Casualty Insurance,B,1.5,4.8,1.8,5.3
MCGRATH RENTCORP,US,Trading Companies & Distributors,A,7.1,2.7,7.0,6.4
"MCJ Co,Ltd",JP,"Technology Hardware, Storage & Peripherals",B,1.5,2.6,1.9,3.9
MEAD PRODUCTS LLC,US,Commercial Services & Supplies,A,6.1,8.8,2.8,5.3
"MEC FINANCE USA, INC",US,Real Estate Development & Diversified Activities,A,5.8,6.1,7.8,5.1
MEDIQ INCORPORATED,US,Health Care Equipment & Supplies,A,7.1,6.3,6.4,4.4
"MEDNAX, INC",US,Health Care Providers & Services,A,6.5,6.1,5.6,4.9
MEIDENSHA CORPORATION,JP,Industrial Machinery,A,7.1,7.1,6.4,3.9
MEITEC CORPORATION,JP,Professional Services,A,6.9,,8.2,4.1
MERCANTILE BANK CORPORATION,US,Banks,B,2.5,0.0,2.1,5.8
MERCANTILE BANK OF MICHIGAN,US,Banks,B,2.5,0.0,2.1,5.8
"MERCK & CO, INC",US,Pharmaceuticals,A,6.7,,4.8,5.5
MERCK SHARP & DOHME CORP,US,Pharmaceuticals,A,6.7,,4.8,5.5
MERCURY GENERAL CORPORATION,US,Property & Casualty Insurance,B,2.1,4.5,2.4,5.3
"MERIT MEDICAL SYSTEMS, INC",US,Health Care Equipment & Supplies,A,7.1,10.0,6.9,6.1
MERITAGE HOMES CORPORATION,US,Real Estate Development & Diversified Activities,A,6.3,5.3,4.9,5.8
"META PLATFORMS, INC",US,Interactive Media & Services,B,2.2,10.0,2.6,2.9
METLIFE CAPITAL TRUST IV,US,Life & Health Insurance,A,7.0,6.7,4.2,6.3
"METLIFE FUNDING, INC",US,Life & Health Insurance,A,7.0,,4.8,6.8
METLIFE REINSURANCE COMPANY OF CHARLESTON,US,Life & Health Insurance,A,7.0,6.7,4.2,6.3
"METLIFE, INC",US,Life & Health Insurance,A,7.0,6.7,4.2,6.3
METROPOLITAN BROADCASTING CORPORATION,US,Media & Entertainment,A,7.1,,6.0,5.2
METROPOLITAN LIFE GLOBAL FUNDING I,US,Life & Health Insurance,A,7.0,6.7,4.8,6.8
METROPOLITAN LIFE INSURANCE COMPANY,US,Life & Health Insurance,A,7.0,6.7,4.8,6.8
METROPOLITAN TOWER LIFE INSURANCE COMPANY,US,Life & Health Insurance,A,7.0,6.7,4.2,6.3
"MFA FINANCIAL, INC",US,Asset Management & Custody Banks,B,1.5,6.7,2.8,5.3
MGIC INVESTMENT CORPORATION,US,Banks,A,6.7,,3.4,6.1
MHC OPERATING LIMITED PARTNERSHIP,US,Real Estate Management & Services,B,2.4,,2.3,5.5
"MICRONICS JAPAN CO,LTD",JP,Semiconductors & Semiconductor Equipment,B,1.5,3.9,6.0,3.6
MICROPORT SCIENTIFIC CORPORATION,CN,Health Care Equipment & Supplies,A,6.8,9.1,6.0,5.6
"MID-ATLANTIC INTERSTATE TRANSMISSION, LLC",US,Utilities,A,5.8,,5.3,4.2
"MIDSHIP PIPELINE COMPANY, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,,6.8,5.7
MIDWEST CONNECTOR CAPITAL COMPANY LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.0,5.0,5.1,5.8
"MILEAGE PLUS HOLDINGS, LLC",US,Airlines,B,2.5,3.6,2.6,3.9
MINERALS TECHNOLOGIES INC,US,Specialty Chemicals,A,6.9,5.5,6.2,5.3
MINISO Group Holding Ltd,CN,Retail - Consumer Discretionary,B,2.7,2.5,4.0,3.0
MIRAI Corporation,JP,Real Estate Management & Services,B,2.4,5.2,3.1,6.0
MISSISSIPPI POWER COMPANY,US,Utilities,A,6.5,6.8,6.9,5.1
MITSUBISHI CORPORATION (AMERICAS),US,Trading Companies & Distributors,A,6.9,5.2,6.7,5.4
MITSUBISHI MATERIALS CORPORATION,JP,Metals and Mining - Non-Precious Metals,A,7.1,5.0,5.6,4.8
MITSUBISHI MOTORS CORPORATION,JP,Automobiles,B,1.7,,2.1,0.9
"MITSUBISHI MOTORS CREDIT OF AMERICA, INC",US,Automobiles,B,1.7,6.6,2.1,0.9
"MITSUI & CO, LTD",JP,Trading Companies & Distributors,A,7.1,4.5,5.9,6.4
"MITSUI-SOKO HOLDINGS Co, Ltd",JP,Air Freight & Logistics,A,7.0,6.7,5.8,4.7
MIZRAHI TEFAHOT BANK LTD,US,Banks,A,5.9,5.8,4.4,5.3
MIZUHO BANK (USA),US,Banks,A,6.7,6.1,5.5,4.5
"MOBILE ENERGY, LLC",US,Utilities,B,2.7,3.8,5.7,4.0
"MOBILE MINI, INC",US,Commercial Services & Supplies,A,5.9,6.5,7.1,5.4
"MODEC, INC",JP,Energy Equipment & Services,A,5.8,6.8,6.1,5.8
"MODEL N, INC",US,Software & Services,A,6.9,,4.8,5.7
MODIVCARE INC,US,Health Care Providers & Services,A,5.8,2.4,5.0,6.1
MOELIS & COMPANY,US,Investment Banking & Brokerage,B,2.6,5.0,2.4,5.6
MOMENTIVE GLOBAL INC,US,Software & Services,A,6.9,3.9,6.8,4.2
"MONARCH CASINO & RESORT, INC",US,Casinos & Gaming,B,2.6,,6.3,3.2
MONMOUTH REAL ESTATE INVESTMENT CORPORATION,US,Real Estate Management & Services,B,2.4,5.1,2.5,4.8
"MONOGRAM BIOSCIENCES, INC",US,Health Care Providers & Services,A,7.0,10.0,5.1,6.2
"MONOLITHIC POWER SYSTEMS, INC",US,Semiconductors & Semiconductor Equipment,B,1.8,4.6,4.4,4.7
MONONGAHELA POWER COMPANY,US,Utilities,B,2.6,3.5,5.3,4.9
"MONRO, INC",US,Retail - Consumer Discretionary,A,6.6,3.7,6.8,3.8
MONSTER BEVERAGE CORPORATION,US,Beverages,B,2.6,3.1,3.2,4.2
"MONTROSE ENVIRONMENTAL GROUP, INC",US,Commercial Services & Supplies,A,7.1,6.7,7.3,4.6
MOOG INC,US,Aerospace & Defense,A,7.0,3.2,8.5,3.5
MOSAIC GLOBAL HOLDINGS INC,US,Specialty Chemicals,A,6.7,,5.9,6.1
MOUNTAIN INDUSTRIAL REIT LLC,US,Real Estate Management & Services,B,1.8,5.2,4.0,3.1
MRC GLOBAL (US) INC,US,Trading Companies & Distributors,A,6.3,,7.8,6.4
MRC GLOBAL INC,US,Trading Companies & Distributors,A,6.3,3.1,7.8,6.4
"MSG NATIONAL PROPERTIES, LLC",US,Media & Entertainment,B,2.1,6.3,5.0,0.7
MTS SYSTEMS CORPORATION,US,"Electronic Equipment, Instruments & Components",A,7.1,4.2,5.3,5.5
"MUELLER INDUSTRIES, INC",US,Industrial Machinery,B,2.0,,4.9,4.2
"MUELLER WATER PRODUCTS, INC",US,Industrial Machinery,A,6.9,4.2,5.9,5.7
MUFG Bank Ltd (New york Branch),US,Banks,A,7.0,6.0,4.4,5.0
"MUFG Bank, Ltd",JP,Banks,A,7.0,,4.4,5.0
"MUFG Union Bank, NA",US,Banks,A,7.0,6.0,4.4,5.0
"MUFJ Bank (China), Ltd",CN,Banks,A,7.0,6.0,4.4,5.0
"MURPHY OIL USA, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,6.2,5.3,5.0
MURPHY USA INC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,7.0,6.2,5.3,5.0
"MUSASHI SEIMITSU INDUSTRY CO,LTD",JP,Auto Components,B,2.7,3.3,4.7,3.8
Madison Square Garden Entertainment Corp,US,Media & Entertainment,B,1.7,6.2,4.0,2.7
"Maeil Dairies Co, Ltd",KR,Food Products,B,2.4,0.6,6.7,4.0
"Makino Milling Machine Co, Ltd",JP,Industrial Machinery,B,1.7,,5.2,3.1
Makuake Inc,JP,Professional Services,B,2.1,6.5,4.1,3.8
Mando Corporation,KR,Auto Components,A,6.3,6.2,5.5,3.0
Maravai LifeSciences Holdings Inc,US,Health Care Equipment & Supplies,B,2.4,5.9,3.8,4.6
Maruha Nichiro Corporation,JP,Food Products,A,5.9,3.9,5.9,3.8
"Maruzen Showa Unyu Co,Ltd",JP,Road & Rail Transport,A,6.2,4.8,5.4,2.5
Matson Inc,US,Marine Transport,B,2.8,5.1,6.0,4.8
MatsukiyoCocokara & Co,JP,Retail - Food & Staples,A,6.5,4.3,5.4,4.9
"Maxvalu Tokai Co,Ltd",JP,Retail - Food & Staples,A,6.5,2.0,6.1,4.2
Mazda Motor Corporation,JP,Automobiles,A,7.1,5.1,4.9,5.0
